BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6399,16, ,B3,147 BAY 14TH STREET, ,11214,2, -   ,2,"3,792","1,178",1930,1,B3,"1,100,000",12/1/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6399,21, ,B2,131 BAY14TH STREET, ,11214,2, -   ,2,"2,167","2,104",1925,1,B2,"950,000",3/21/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6401,31, ,B9,40 RUTHERFORD PLACE, ,11214,2, -   ,2,"2,344","3,100",1965,1,B9,"1,450,000",2/13/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6405,34, ,B1,8726 19TH   AVENUE, ,11214,2, -   ,2,"1,320","2,160",1920,1,B1,"1,050,000",6/21/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6405,37, ,B1,8732 19TH   AVENUE, ,11214,2, -   ,2,"4,180","1,136",1899,1,B1,"1,398,000",11/10/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6406,23, ,B9,1900 BENSON AVENUE, ,11214,2, -   ,2,"5,201","1,446",1899,1,B9,"2,000,000",5/16/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6406,115, ,B2,N/A 19TH   AVENUE, ,11214,2, -   ,2,"4,320","1,459",1935,1,B2, -   ,5/16/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6408,16, ,B2,121 BAY 23RD STREET, ,11214,2, -   ,2,"5,730","2,392",1899,1,B2,"1,625,000",11/22/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6408,18, ,B2,115 BAY 23RD STREET, ,11214,2, -   ,2,"3,192","1,944",1899,1,B2,"900,000",12/7/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6408,22, ,B9,107 BAY 23RD   STREET, ,11214,2, -   ,2,"1,974","2,520",1940,1,B9,"990,000",4/11/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6424,30, ,B9,8797 14TH   AVENUE, ,11228,2, -   ,2,"2,425","3,601",1935,1,B9,"1,300,000",6/13/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6425,50, ,B1,186 BAY 8TH   STREET, ,11228,2, -   ,2,"2,900","2,360",1930,1,B1, -   ,3/23/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6426,36, ,B1,179 BAY 8TH   STREET, ,11228,2, -   ,2,"1,933","2,055",1955,1,B1,"1,120,000",11/13/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6430,29, ,B9,8791 16TH AVENUE, ,11214,2, -   ,2,"2,000","2,614",1965,1,B9, -   ,10/31/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6432,8, ,B1,1659 CROPSEY AVENUE, ,11214,2, -   ,2,"1,916","1,762",1960,1,B1, -   ,3/28/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6432,9, ,B1,1657 CROPSEY AVENUE, ,11214,2, -   ,2,"1,916","1,762",1960,1,B1,"1,135,000",2/16/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6432,18, ,B9,211 BAY 14TH   STREET, ,11214,2, -   ,2,"2,268","1,668",1950,1,B9, -   ,8/8/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6432,54, ,B1,8808 17TH   AVENUE, ,11214,2, -   ,2,"2,203","2,144",1925,1,B1, -   ,12/7/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6432,138, ,S2,1660 BATH AVENUE, ,11214,2,1,3,"1,883","3,960",1925,1,S2, -   ,3/30/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6433,16, ,B1,8813 17TH AVENUE, ,11214,2, -   ,2,"2,127","2,000",1901,1,B1,"988,000",8/30/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6433,34, ,S2,1708 BATH AVENUE, ,11214,2,1,3,"1,933","3,816",1920,1,S2, -   ,10/12/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6434,2, ,B3,1749 CROPSEY AVENUE, ,11214,2, -   ,2,"1,524","1,740",1930,1,B3,"970,000",9/6/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6438,44, ,B9,8788 19TH   AVENUE, ,11214,2, -   ,2,"1,937","2,620",1965,1,B9,"1,180,000",6/29/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6440,31, ,S2,1932 BATH AVENUE, ,11214,2,1,3,"2,175","4,400",1920,1,S2,"1,545,000",12/1/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6440,33, ,S2,1936 BATH AVENUE, ,11214,2,1,3,"2,015","2,740",1910,1,S2, -   ,6/20/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6442,18, ,B3,8785 20TH   AVENUE, ,11214,2, -   ,2,"3,867","2,514",1920,1,B3, -   ,2/24/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6445,1, ,B1,2121 CROPSEY AVENUE, ,11214,2, -   ,2,"2,925","2,406",1925,1,B1, -   ,11/2/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6447,16, ,B1,201 BAY 29TH   STREET, ,11214,2, -   ,2,"1,933","1,976",1945,1,B1,10,4/24/2017
